id,track,artist,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id
10708,Bamboozel,Two Steps from Hell,5.1722222222222225,5.017777777777778,5.254444444444444,58e7ea7b-59f7-4978-b396-e009d753a557,
10709,Stuffed Aubergine,Vangelis,4.279999999999999,4.41,4.7299999999999995,4fbcb966-8d25-41d8-853f-5016b4a7e3f7,
10710,Shakes,Rivulets,3.4,5.57,3.91,04417187-b0f8-4260-8cd4-1d60d30aa0c4,10jYaeQm7dSSU9zmp0VMC7
10711,Tree Line,武満徹,1.7,2.785,1.955,6c76d85f-0c04-4da5-9120-0d6035825742,
10712,Witch,No-Neck Blues Band,3.4,5.57,3.91,8e288b97-ecd6-4f7c-b1f4-93685c5c4288,2sLpCTq9jc6bQXfPldLmxu
10713,Drone,Kenny Larkin,5.805,5.55,5.48,0f03b154-5d76-4bac-b49f-cb94d6d24ca4,07vQzBGEDoEkLGA6hp65Ip
10714,Comet,Pangea,3.4,5.57,3.91,,7yXM6bvhH8uQlOD3ZPooDC
10715,Cobalt,Ataraxia,5.38046439628483,4.381671826625387,5.1580185758513935,d6aca8ff-d521-4cb3-941f-9f09839878aa,
10716,Flowers Of Love,Deine Lakaien,3.4,5.57,3.91,db249006-d218-4370-827c-dfe0b368f959,2x6AqiZJ47NMB0T2oTQHFd
10717,Gi Pai Pa Yul Chola,Yungchen Lhamo,5.336,4.97,5.822,4cddbb84-7a93-4f1b-a850-eafbfff23378,3EnHav1MfJi6Lmkzjb1pYB
10718,Go 't' Away Deirdre,Virgin Prunes,3.4,5.57,3.91,09aa5dd6-5b0e-4a71-a7ed-fac10ee3536f,
10719,As She Laughed,DJ Hidden,3.96,5.076666666666667,4.1433333333333335,333f9334-c80e-4051-88ce-ad5ec9c51746,6MGriJT1C6vjYzlhamu6F9
10720,Stay,Astrobrite,1.7,2.785,1.955,2df9f4ea-2f57-40dd-8d21-d8419034d69a,7vkIlMi0uUKjHXLWq6oRSF
10721,Shipyards Of New Zealand,Midnight Oil,3.4,5.57,3.91,d81434ab-21ec-426a-be80-500654a4a452,4ksw1f5UtlEOXuVsqiiPTR
10722,Vargøld,Arckanum,3.4,5.57,3.91,5a80b005-ba2a-4a96-9f6f-87d3edca373c,18Pz8VpmcoNEorNT2FYQak
10723,Hold Me Down,Scala,4.325,4.6499999999999995,3.925,20574acc-4aae-4146-9660-3bf3447c12eb,
10724,Infamous,Rufige Kru,3.4,5.57,3.91,,
10725,It's All Right With Me,Tom Waits,3.4,5.57,3.91,4c2f4a6b-0e38-46b8-9a0b-8a0032446841,
10726,Keskeisvoima / Centralforce,Pan Sonic,3.555,5.285,4.085,bc1a54e7-44b3-45f6-b424-ce7e0188ea4c,
10727,Il Palco N. 5,Ataraxia,5.490957746478873,4.320929577464789,5.38912676056338,ca7dad2f-f287-4a08-943d-a9b27669476c,
10728,Katrinah Josephina,Universal Hall Pass,3.722857142857143,3.52,3.3914285714285715,5a3bdc20-0506-4ab2-8362-eb96ac0d4058,2VNP6213abBx1OxM9DAqf7
10729,Queue Up For Redemption,Deine Lakaien,3.4,5.57,3.91,7b29aed6-a6f2-4302-9923-d29e8cf9cc14,3uBXlFlw8esFTrRxJPZKCD
10730,Der Weise,Walter Wegmüller,3.4,5.57,3.91,e25146b3-f670-467b-84ca-4389180603c9,
10731,Angrboða,Arckanum,3.4,5.57,3.91,7d19c334-8f5b-4531-a3c2-871730caabdd,2WImty8CChfV5oCTzdiPhe
10732,Battle Of The Ghost,Deine Lakaien,3.4,5.57,3.91,,3llWChJMAmaN2L97aP41IT
10733,Dreaming of an Anthill (Teeming),The Residents,0.862686567164179,1.4132835820895522,0.9920895522388059,533d049d-6b20-4485-b99a-f4bcc1022696,5LyqoRMmzropmcvL8ELvu4
10734,Longtemps Pierrette d'Orient,Ataraxia,4.543888888888889,5.279444444444445,5.440555555555555,5c4a15b5-ccce-4025-bdfd-138975f4f82f,
10735,Closer,Soulsavers,3.4,5.57,3.91,a9a2301b-e12a-4d71-b9ad-753ed63f8c46,
10736,New Orleans,Barry Lynn,3.4,5.57,3.91,80278759-0a09-48f9-b4af-b9251ef1b2c5,4p18iF4ZiftVZyXaxlvso8
10737,Butterfly Song,Jocelyn Pook,5.662857142857142,4.1742857142857135,5.471428571428572,1a9f3b35-5234-4568-86d9-bfaa61feb9d1,4tGt6M4XeCXqXS6k1EJaon
10738,Black Sunday,Moodymann,4.325,4.65,3.925,eb1a8a4d-c120-45f5-8b28-605766c5eba6,0gXQAN1d7jWWYDQFHPcEAv
10739,Floating Dolphins,Project Pitchfork,3.4,5.57,3.91,f7c04406-0122-413a-b392-3f72a5344cc6,4BDC2iZiqxTaD1z0quXX9N
10740,Into The Unseen,Hecq,3.4,5.57,3.91,dd3658bb-7abe-4cf4-b309-ec2fc8290560,7HYE9WgxmSOphESPHpx2qD
10741,Last Kind Words,Geeshie Wiley,3.424,4.002,5.134,cf3ae64a-b803-46fd-bff0-2f2799245e1c,1o9D6eNx48cZyu5hlDnjNj
10742,Super Metroid Kindred OC ReMix,"pixietricks, zircon",4.0,3.3800000000000003,4.158,,
10743,Ode to the Modern Woman,Mayonnaise,3.4,5.57,3.91,,
10744,haunted house,近藤浩治,2.826666666666666,3.22,2.8400000000000003,6f0d66bb-c8f8-4612-b67a-3899062e433c,
10745,These Two Words,She Wants Revenge,2.8266666666666667,3.22,2.84,,
10746,Mantis' Hymn,KCE Japan Sound Team,4.180990099009901,5.071782178217822,4.3139603960396045,711c4f95-c39a-4d1e-8148-ec2845b67895,
10747,True Love,ThouShaltNot,3.4,5.57,3.91,80e8720d-57e4-4673-b90b-a6e3fb94e320,0kPrWFNex78sP2IfC4ALwi
10748,Time to die,菅野よう子,3.6,5.885,4.03,e8b12511-4699-4e7a-a190-e18277ea4786,
10749,Wandering Arms,Scissors for Lefty,3.4,5.57,3.91,3d1f3716-d397-47e9-9105-0f977ef493b5,4mL1MLyewP6sogzzz16pZX
10750,Dream Dream,The World of Skin,4.536,3.474,4.36,1738ab1f-dc53-4e65-8375-941565404153,
10751,Lisieux,Édith Piaf,3.4,5.57,3.91,a345fecd-7883-4221-94dc-0f092bbfd2b0,
10752,She Was A Visitor,Robert Ashley,5.043333333333333,4.513333333333334,4.546666666666667,92c429af-eb8c-4054-a320-4ca46d142c26,3Aw4DFRmrkoXmNsPgOYK2q
10753,The moment I could pray,Vittorio Vandelli,6.076754385964913,4.190438596491228,5.723508771929825,6c95338b-e027-418e-abc7-2f5bda7ad1e0,
10754,Degenerate Ones (Werkoluks remix),Spetsnaz,4.24,4.83,4.26,15e22eae-a494-468b-b592-6fd700b69bc8,5fzQqKLvjEfR37OwQwAZRG
10755,The Secret Place (2005 Digital Remaster),Brian Eno,2.5733333333333333,3.04,3.026666666666667,,
10756,Miss Lucy Had Some Leeches (Live),Emilie Autumn,6.713333333333333,6.07,5.996666666666667,2112f2e9-bd4a-4ac2-be64-9fc02e224b60,18sGpiKD5AE8GdEP9BJoj6
10757,Itch,Brothomstates,4.573333333333333,4.023333333333333,5.003333333333333,356985ba-b505-4261-9135-d89f5e5b9f58,
10758,Etretat,Ataraxia,5.717161186848436,4.3877064955894145,5.4395268644747405,216c8c9c-c0dd-4fd3-acb1-525a3af0ba2b,
10759,Mountains Falling,Angelo Badalamenti,3.0925,4.145,3.385,,
10760,La Mer (Live),Sarah Brightman,1.7,2.785,1.955,,
10761,Words From The Front,Tom Verlaine,4.525,6.085,4.74,644fd1b5-42bc-4907-9eb1-8a4c484b84f4,7xYpbRI2Jhf4b9HlCaCns1
10762,Gehn's Theme,Robyn Miller,4.423333333333333,4.98,4.056666666666667,ea593efb-4363-4aaa-bf74-44370a026882,4K4JOUDuecEuIlugjC11Vn
10763,Unrest,大島ミチル,3.4,5.57,3.91,,
10764,Le Marais,Bark Cat Bark,6.610595238095238,4.620595238095238,6.445238095238096,e5197d27-d244-499f-b881-8f34907207cf,
10765,I Live To See You Smile,Today Is The Day,4.626666666666667,5.776666666666666,4.876666666666667,914b6902-893c-44dc-b7e7-86d2c6fccaee,
10766,I Dig You (Vinyl B-Side By Cult Hero),The Cure,3.4,5.57,3.91,,
10767,Resvete,Ricardo Villalobos & Max Loderbauer,3.4,5.57,3.91,74d44e01-b02b-421f-8247-7ffd51e4cbe5,
10768,Whispers o'er the sea,Vittorio Vandelli,6.032692307692308,4.135,5.676923076923077,b772e10e-2e91-4079-a203-b84fd2230647,
10769,Dulcamara,Ataraxia,5.582272727272727,3.9104545454545456,5.44,018b2e82-7ed3-4204-8b66-23e071ecf30a,
10770,Goosewalk,Pram,3.4,5.57,3.91,f8eaf8e7-78d1-40c5-9a89-23ed17447f43,
10771,Iannis Xenakis - Hibiki-Han,Iannis Xenakis,3.4,5.57,3.91,,
10772,Wolfgang,Audio,3.4,5.57,3.91,a897a811-0e02-4bdd-8eda-566865ad5324,087fVMVab92lfru2FaVjxI
10773,Pomme Fritz (meat `n veg),The Orb,5.52,4.7266666666666675,5.126666666666667,,7mPwTpwSfEOswUzsT1xsyC
10774,Astimelusa,Ataraxia,6.0458181818181815,4.164363636363636,5.595090909090909,9cafbdff-3fa4-431f-abde-7f9e3dc96ea9,
10775,Hypnos,Oöphoi,1.6344117647058825,1.528823529411765,1.2895588235294118,fca1db7e-f78c-4845-b111-10fc4bd12a86,1rgPhqau0utTw4za38l5i5
10776,Time,Lull,3.3999999999999995,5.569999999999999,3.9099999999999997,87c80dbb-a9fc-4791-be48-4ad1a630c3b5,6NwtcCqiTevktRqvzD4Fbs
10777,Echoes Of Silence,Ikon,3.4,5.57,3.91,3306f336-e1a6-4381-925c-fc0ebdacaee4,1DqAcuDl4BnP8I6w8U8QGX
10778,All Of Me,Nurse With Wound,4.015,5.435,4.015,20f58ea7-c72f-4534-88e2-9bcaa7778156,5fJofs7aqLdhzM9c277uyg
10779,Eg Reiste I Minnet...,Trelldom,4.475,4.93,5.04,,1MAArDD0pN2Y5b0xjab4rg
10780,Бескрайние Топи,Nokturnal Mortum,3.4,5.57,3.91,4ac13da1-4a2c-40e9-aa1e-51d3f84b618b,01sJV2YhUjtr4zkCns7DXc
10781,Welcome To My Nightmare (Live),Alice Cooper,3.1028571428571428,4.717142857142857,3.6971428571428575,,1WFrEVFJk1J2Ep1CbXYOYU
10782,Face to Face,Chris & Cosey,4.812,4.308,4.318,b6401d96-4f39-4144-832e-f4d3dcac2953,1O9QhClaOfWZC7ybhgmeer
10783,Blutrausch,Tyske Ludder,3.4,5.57,3.91,0b93cbe5-5db9-4125-9638-8b98a188da95,6UuJx3orL9dT5I3ItNPDXZ
10784,Cinnabar,Pram,3.4,5.57,3.91,28a56db5-2d0a-44b9-94c7-3cba9c071abe,5V5YXaAoYNUD1QEeCZZahV
10785,iam POD (0%),青葉市子,4.545833333333333,4.713333333333333,4.555,80f378b2-30d3-44ff-8fe1-3eb6d4c068a7,
10786,Человеческое,Театр Яда,3.2,5.46,3.805,e94f9d8f-d179-4660-aad0-cdffc6c6ed72,46Fa4N8sPXUYuUQxGophnp
10787,Haapavesi,Hannu,4.935,3.76,4.855,08f3e113-063e-42a2-bcec-77022cc089af,
10788,Midna's Theme,近藤浩治,2.8266666666666667,3.22,2.84,7585044f-0a91-4bf2-9208-515cf24349ec,
10789,Fantasy Fiction,Quallofill,5.352592592592592,4.045050505050504,5.286397306397307,e4208838-b37e-4667-9fef-63ed40894863,
10790,Storms Of Fire And Ice,Midnight Odyssey,3.4,5.57,3.91,995e74a4-794f-4390-97ff-1396478f0ae1,6KkYt1qFIaaidmYT5Q6HNs
10791,Television,Hans Zimmer,3.9533333333333336,5.263333333333334,4.003333333333334,b54a215d-363b-4162-9809-00645c45a039,7nmTyqzcDCmKu75ySgxYuf
10792,Love Child,The Hall of Mirrors,2.75,4.53,3.875,,
10793,Forbidden Mountain,George Bruns,5.157500000000001,5.6525,5.352500000000001,9045686e-e8e7-4d82-bb4f-e7a5abc8389f,2IYbMcX8CSnni1Bw4wYVhC
10794,Fly High,Bridget St. John,5.04,4.19,5.455,,1NTIpjAPBLSaOE57l7VVLi
10795,Broken Head,Cluster & Brian Eno,3.4,5.57,3.91,5ed8ef84-42b9-4b0a-b222-339e926c192b,
10796,Follow Her Trace,Technology of Silence,5.496216216216217,3.8883783783783783,5.5060810810810805,a51d9e73-2b31-4912-906c-db8816fd0b9c,
10797,Talk Over,Cabaret Voltaire,2.8833333333333333,3.1,2.6166666666666667,dbc70cb6-e8c1-46eb-abcc-e5bbf977f623,
10798,Mephisto,Matt Uelmen,4.458,5.074,4.246,,
10799,Clear Water,Warsaw Village Band,4.279999999999999,4.41,4.7299999999999995,70c23a0b-26a5-498a-b3ab-c3dbb1f6d096,5EvKFoCXwG0QsR5HGWDyxJ
10800,Idaho Crop Circles,Michael Hoenig,4.56,4.83,4.51,34e07e92-43f1-46b3-98ff-70d80d3f5794,
10801,Noir,Vernian Process,3.04,3.22,3.006666666666667,d035d939-13ca-41f4-8ae3-43aae4828063,
10802,The Promise (Club),Seabound,3.4,5.57,3.91,345e6576-b916-4c9a-b4e6-525ec428b367,2DkgZaFuQaq7gR3BNG2jjx
10803,Balfigore (Before the Feast),Chris & Cosey,3.3800000000000003,3.9150000000000005,3.375,d9327d0f-8aa2-4fe5-99c1-6f5c500c7161,2yv2ak3JMjLbarxObNXI3B
10804,Beaming,Klara Lewis,3.4,5.57,3.91,,4XzbT8Zd06sa86m6wt0y5w
10805,Up The Sleeve,Pink Reason,1.84,3.8933333333333335,2.6633333333333336,f6ce5622-c45c-4b32-a30c-47b519346d9b,6HGgHIfkcYwE4NtFEQOcvA
10806,Moon Down,Zan-zan-zawa-veia,4.783333333333333,4.445,4.4383333333333335,7082d032-54b3-4859-9d94-9be1622239d9,
10807,Beneath Zero,Mathias Grassow,4.684,3.598,4.1690000000000005,,
10808,Project: Dronekind,Disexistentsium,1.205,2.24,2.09,b42bf76c-7fd0-4d35-8226-644ad7431e90,
10809,Ambulansen,Långben Går På Zoo,1.5233333333333334,3.1766666666666667,1.9666666666666666,,
10810,New Kittykat,Skerror,2.54,2.045,2.305,,
10811,Purrr Physicss,Skerror,3.8333333333333335,2.283333333333333,3.6233333333333335,,
10812,Volume 2: Untitled 2,Electric Dress,3.0425,4.525,3.775,,
10813,Volume 3: Untitled 2,Electric Dress,3.0425,4.525,3.775,,
10814,Volume 4: Untitled 3,Electric Dress,3.0425,4.525,3.775,,
10815,Savory,Jawbox,4.631844660194175,3.2739805825242723,4.203009708737865,4ffb4f56-c5e4-4976-b0ae-4b299122da78,2ETGuTChPhwWge4syLqu9N
10816,Fever Sleeves,Q and Not U,2.6930693069306932,1.8043564356435644,1.9928712871287129,6dd58a0d-a550-4ff3-9e5d-5e1446718d25,26GstlIVIN5ZmRt8jZO6QR
10817,Mr. Clarinet,The Birthday Party,2.83,3.9524999999999997,3.1975000000000002,9339df3f-fbeb-4bcf-8011-839b72fe9429,2yZyxUEX8nJo0Nc5JJbyZa
10818,Clara,Scott Walker,3.196707317073171,4.4939634146341465,3.3909146341463408,51612c80-88f0-4de4-81ce-a805f0a78d6d,6EOFeJTVQSH8I4l4Fpm3uh
10819,La'hov,Mates of State,4.0,2.68,2.96,24c5e175-994d-4a98-b0c0-42f3bdfdbf78,
10820,Recreation Myth,Q and Not U,4.0,2.68,2.96,49dc4d3d-48f3-4400-b586-a003c6a03147,4lg0bHt90cbz3R78yO0uwR
10821,Rocket Number Nine,Sun Ra,4.0,2.68,2.96,55329281-43b0-4d1a-b5af-726e9a9607da,3OFEpHWt95QR9bIa0rAq4P
10822,Stranger,Figurine,4.909999999999999,3.16,4.576,734c7344-b35c-40b4-8e8f-d6d66ad0c9f7,1M5EanVvXk2yzveYBn0Lbt
10823,Pure Intentions,The Mountain Goats,3.41,1.715,3.22,2867dcee-ec05-426f-a10f-07856efc9b4b,2tuMWWBERNGiuSyLVtk49Y
10824,Girl Poison,Angelspit,2.045,4.0375000000000005,2.92,71f019cb-6133-458c-9719-63caa0e1036b,7ztA8Z13RPBr0T5WbiZCAv
10825,Pray,FGFC820,1.375,2.43,1.88,4d30551b-2419-4898-9d44-557a4853ac6e,4TCAFNd19KWf5TLnMOI6RE
10826,If I Should Die,Anita Lane,3.135,1.475,3.365,02a744e2-9bfe-4742-82d1-602b75068ebe,4myfRFX7ZF0AFpbdNV3kyG
10827,Deleted,Agonoize,3.44,3.6533333333333333,3.19,fd1597f3-302c-4a31-be52-9c8246d9b23c,0JA3PlIcwhIMMqB7hwQD92
10828,We Are Kant Kino,Kant Kino,4.265000000000001,3.65,4.3,edf68ec3-fffb-46fd-ab9d-6fe5872651ce,1dXj1qKilZJKrSNANhmLB3
10829,Haunted Memories,Fractured,1.6166666666666667,2.783333333333333,2.533333333333333,aa54ab21-8fbc-4f4b-8b56-80cf6dbee5af,3SnVUc0oocKsheyVwqR2Vj
10830,Everytime,Fractured,3.34,1.405,3.5,3e22092e-0271-4932-b06a-7f2a6a58bb6b,3QVQmW75SinU00kAqVObFU
10831,Stratified Society,Fractured,0.9166666666666666,1.62,1.2533333333333332,79894095-e40e-40c3-a8f0-a4db2a0962af,3ckLX1AADGLY9eMuo0gOfv
10832,Cold Eyes,Fractured,1.97,2.18,2.415,c0c76eb1-b194-4f24-81d3-80175cfd1dbb,5PMNdAVZ24At2wiYhX4Xzu
10833,Overkill,Solitary Experiments,3.73,3.03,4.035,e7eb94c7-2974-4724-87a8-79643beaff01,3447jky3r1qXoPTxc40Qmy
10834,Enemy Inside,Ice Ages,2.6100000000000003,2.9833333333333334,2.79,ee528d4b-5951-4fb0-8096-dc44096c7c6b,4KYdcRd6WvTZrhaNxOkz1t
10835,Becoming One,Fractured,1.375,2.43,1.88,cdbd3ec2-bb8a-45ea-afe8-4ab987f74d85,0vTZuk0etmYVlJEyw6DNSd
10836,One More Time,Fractured,1.05,1.745,1.92,c889ef99-a9c6-4fbe-bb56-5907094e96d2,0EX4nzhp5Ry2kx2Z89JjZb
10837,Psycho2vii,C-Drone-Defect,1.375,2.43,1.88,26b883a4-25e1-41d8-b6af-c4dd1d6bab1c,
10838,Touch,DYM,1.375,2.43,1.88,c32be490-cc79-40b9-a5a1-0f0298df14fe,3fYOn8Y3pcofGSOFe8gEto
10839,Sin Phony,DYM,4.08,3.9133333333333336,3.38,086a4c5d-48cf-4f16-a9e1-e1b09f0c15db,3e0xuGMJZ6RVMy6D755vSB
10840,Autonomy of the Will,DYM,3.23,2.705,3.475,94f34bb8-9239-4f4d-bdb2-f9c5e7d1f59c,2SFDwQIdkge807DvLCca45
10841,Perverted Desire,Seelenkrank,1.375,2.43,1.88,8e132e36-3e79-46e6-8f8a-a79907c293ce,1OhoHWtTRuvcrFwNXGT7m3
10842,Government Stomp!,DYM,1.45,2.545,1.905,d5e4e3bf-3998-4675-ad39-053faee47762,2bALAKFAmbqnSbwrd1Nw5a
10843,Corpus Accido,Die Sektor,3.785,3.05,2.905,2bfdd34a-476e-4d6c-92c7-5c04a7d1b46d,7z3cQLjNkyWSIL9qtNLKfW
10844,Here's To You,System Syn,1.375,2.43,1.88,325f1b4b-cc62-4fa8-bde0-f8b6baf92b17,1kXdjZMzxVD6Rctwp2q94p
10845,Beneath the Ashes,Fractured,3.34,1.405,3.5,762f12c0-eb5c-4275-b856-861a36463b45,22wPn1JxWrJMNxFPCK83eF
10846,Disengage,Fractured,2.2266666666666666,0.9366666666666666,2.3333333333333335,4ab7ecc3-eff3-4a5d-a86e-9399b48628df,3N36WNrzPxZU1UZX6rU4FW
10847,Neural Dysorder,C-Drone-Defect,3.29,2.945,3.47,a48ea566-cf14-4068-8b45-078d065aaeeb,
10848,We Bare These Scars,Fractured,4.75,2.97,4.27,76a2bc88-17d5-43be-9610-aef47ea206a1,6LLX5hA2pyQ1L0H83IvOHK
10849,Micro-iconic Feature,Eight Frozen Modules,3.045,1.835,2.825,08235e19-423f-46d6-a443-62846f13f757,6yrQMt0jR5wVmoISv4zseu
10850,Obsolete,Stray,4.093333333333334,3.0033333333333334,3.28,26c5ef90-93d0-4fcc-b7d8-cae7448575e4,1c8JgSiDM67s4RIj5pbcZS
10851,Lightning Child (DYM's Dying Is Modern Remix),Acylum,3.743333333333333,4.515,3.7916666666666665,cbd7a8e1-7c8d-4a79-9696-6f1366a0ba8b,67ZoLHYfsfPL83NWBqh3rv
10852,ceLLaR d00R,Nexothex,4.078,4.41,3.934,,
10853,Shave Your Head,The Passage,1.7433333333333334,2.62,2.4433333333333334,1dc1d9cf-1e65-4dbe-a9c6-28aa12ec4ed9,1K9EaO3fZMmGtfj65SOB7S
10854,Anderton's Hall,The Passage,1.8325,2.8375,2.7925,a7869c2c-d1f8-4c4c-aa4e-da541ab4836b,7eCebZBzNAAIi3ZSulaOLh
10855,Rise And Fall (Fractured Remix),Solitary Experiments,1.325,2.235,2.04,,1RiL4Q7BaC308VCdzAYlKa
10856,"Brief But Violent Illness (Puking, Blackouts And Pain)",Mentallo & The Fixer,3.09,3.355,3.25,,6nalqtce6k3nVIuojkCI0a
10857,endeavour,onecyze project,2.54,2.045,2.305,cd4b1732-f7fa-4db9-9439-b7cd9bb66d39,
10858,underhurt,onecyze project,2.54,2.045,2.305,cdb2aec6-c127-4356-a157-26beddb389e6,
10859,perfect enemy,onecyze project,2.54,2.045,2.305,3edafb23-e4c6-49f5-bd88-04e2eb38c3c9,
10860,My Salvation,Lthrboots,2.23,3.0733333333333337,2.8633333333333333,,
10861,my world,onecyze project,2.54,2.045,2.305,7e2e3e5e-3d8b-4e5b-9196-6e843e58911b,
10862,The Painful Fact,Trümmerwelten,1.375,2.43,1.88,,7uFiah1zsLdg0XorYITqq8
10863,Coma,Raptor System,5.046,3.596,4.1819999999999995,,
10864,Decadence By Design,Pail,3.2575,2.7525,3.625,253a9c71-103c-42f4-989f-bf64df8cb0b4,3qsAJNQkPuUkoK1UuaToE0
10865,Hold My Hand,Ylid,1.375,2.43,1.88,,
10866,Black thursday,Madame B,1.05,1.745,1.92,12ad6580-d374-488f-878a-4eb65cc3e312,
10867,on the up,Phuq,3.91,4.14375,4.3575,,
10868,What Have You Done?,Mars Field,1.8325,2.8375,2.7925,,
10869,Genie in a Bottle Bank (long version),Desert Island Dicks,3.025,2.725,2.38,,
10870,me make you feel the way,Phuq,2.86,3.902,3.462,,
10871,Disused Fairground,James Kealy & His Regal Toes,4.74,4.298571428571429,4.198571428571428,,
10872,i never see you but you make me feel so sad,Phuq,2.8925,3.27,3.0825,,
10873,California,Mars Field,1.5266666666666666,2.1633333333333336,2.47,,
10874,Fractured,Modern Thieves,1.375,2.43,1.88,,
10875,The Fall,Raptor System,2.545,2.105,2.26,,
10876,01- I'm Gonna Booglarize You Baby,Captain Beefheart & His Magic Band,1.715,1.805,2.72,,
10877,Empty Words [05/24/1981 Peel Session],The Passage,1.8325,2.8375,2.7925,,
10878,Rise And Fall (FRACTURED RMX),Solitary Experiments,1.325,2.235,2.04,,
10879,surripere [darkarma's heavy blotter mix],Autechre,3.4833333333333334,3.0933333333333333,3.57,,
10880,Homesick ( Fractured Remix),Solitary Experiments,2.23,3.0733333333333337,2.8633333333333333,,
10881,What Is The Moment Of Truth?,Fractured,1.9966666666666666,3.1666666666666665,2.6933333333333334,,
10882,Grounded,Pavement,3.7834065934065935,2.7351648351648348,3.863076923076923,8bcdb205-d5e2-4f8d-b8f7-6073fadbc3b3,70DNht3RyZ2SSied9TdJV8
10883,Father,Aphex Twin,3.15,3.32,3.15,8925fb7f-249c-4240-ac77-cb42193c7d74,0mjBKvFwLHw0h1ACwkB8lP
10884,The Secret Life of Arabia,David Bowie,4.004,4.016,3.72,bd04833b-e811-491f-bfb1-c0b3ee6cc437,4F1V29ygbAKbKCQDgt4z9f
10885,Kill You,Korn,2.795,4.26,3.2399999999999998,072713cc-b7d9-4678-b6c5-3eb14895f563,3b0meCmg4rf2jSpMSxdc1I
10886,Change,Banks,4.7441176470588236,3.916470588235294,4.549411764705883,ab705d4d-9d37-4073-9433-f0d8c98069c6,4VHUOjHviVjv2V37QoXTNb
10887,Ticket Man,The Kills,5.46,3.7299999999999995,4.635000000000001,,7tw4ofwLhJ6Fhz2LahlC5X
10888,Harold Weathervein,Cursive,3.3125,3.0425,3.2274999999999996,cf3b7293-f97c-4ae4-9fe4-3d52723eb8de,4T1VoWarwSo5BVcN2W22M4
10889,Who Would Leave Their Son Out in the Sun?,Have a Nice Life,1.938095238095238,1.91,1.7634920634920634,0c67a704-3481-401c-a2d8-f0a9948d0d18,0YyazmHAuu1j8wxSZXSPK4
10890,A Day by Atmosphere Supreme,Nujabes,4.435,3.7049999999999996,4.13,934f782b-9246-4fa9-bfd3-d40d9d8858ae,07JIJUJdAP9LiyYS5rS8cR
10891,The Future,Have a Nice Life,2.625,3.405,3.4949999999999997,60e63542-f712-47f6-b4fe-a3d44c93573e,36hfuJ6XOZdOuToo4SgLVv
10892,Bandito,Twenty One Pilots,4.126666666666667,3.283333333333333,4.363333333333333,,5INKIG4QNuD4xq7qZcfPzp
10893,Don't Even Sing About It,The Books,1.575,1.66,1.575,03f43b1d-d913-433b-bc1c-dadfe02c1eb0,
10894,Outside,David Bowie,5.109423076923077,4.0424999999999995,4.43,5e2d642a-51fd-49cb-aef9-a478e894dda2,21ySgYiVauvDGUJVKiJA6T
10895,Show Me the Place,Leonard Cohen,3.0200000000000005,3.61,3.6100000000000003,5ed31323-306e-4286-877c-52873b98275c,2j8DwbHzMcug0599uz8SoO
10896,Oddfellows Local 151,R.E.M.,3.15,3.32,3.15,e6831354-2caf-4ea1-87fa-e8cfb4819b06,3KUcECg6BJNDEnDqDRxCy2
10897,Don't Ask for the Water,Ryan Adams,3.15,3.32,3.15,4b31e42c-ba82-4c95-9aa2-b5f4abba8c92,
10898,Kingdom Come,David Bowie,3.15,3.3199999999999994,3.15,3e8a0c16-ab57-44a3-87cf-aac6686d8301,0GSDkjD1yuhM5YUICzQ2V5
10899,Janitor of Lunacy,Nico,4.57247191011236,3.9424719101123595,4.344719101123595,b012b510-953f-4cd0-9263-1f07bdfb4d40,34eN9hPY1IsW4LlGYgPCO9
10900,Unsaid,Little People,5.112857142857142,3.217142857142857,4.582857142857143,72d957d2-8816-4d5f-9018-20e56c7a4593,4ly7vLor2IwOhtvvAoQi1G
10901,Child Psychology,Black Box Recorder,5.110315315315315,3.618378378378378,5.089639639639638,ba0f56f5-2dd4-4163-bf92-08dcf3338ad9,68lYnrHMQlCNmVpvyeVfrq
10902,The Motel,David Bowie,4.37234693877551,3.5642857142857145,4.034387755102041,3a4c92e4-6bdf-49fc-a885-61de0384ce63,02KcXz9pbDEO40GAPatJyK
10903,I Wanna Go Back,Onra,5.85,4.06,5.66,2ecd3c5e-a6e4-4a62-9d8d-86a3b9ba49bb,0KSauoDHUIG8QAdINb2Txz
10904,Like Spinning Plates (Live),Radiohead,3.4809090909090914,3.4154545454545455,3.824545454545455,f38895d4-eaed-44ae-b3c4-722d954905ef,2j2n2VGCMIyFaQ6ToEC0Cy
10905,Shake the Shackles,Crystal Stilts,3.15,3.32,3.15,36582636-c2a2-4f07-89ce-26c3f7c5af86,3Jz7IeZMPGpdZp4M5zYuzd
10906,Hurt,Thousand Foot Krutch,3.39,3.979999999999999,3.8649999999999998,2a133fa5-e472-4ed8-8437-654bc51e8c32,0ete13oTmYlKCyDiv7NUXe
10907,Between Us & Them,Moving Units,5.17,4.06,4.235,,2muEwuN6ehLgtCuttcEQFX
10908,Videotapes,Blouse,3.15,3.3199999999999994,3.15,42cd897c-fe1b-49fa-aefa-9680021be7e6,5KNbWUiY1T9ZLUIGTw9GHk
10909,Joseph,Tricky,4.934,2.9579999999999997,4.98,dc5b03e8-a895-44a0-bf18-50f492b8c6ea,7rK6CdzSvERatHbR39h18N
